🙌🏽	air | geste | hourra | mains | mains en l’air | mains levées | mains levées : peau légèrement mate | peau légèrement mate | youpi
🙌🏾	air | geste | hourra | mains | mains en l’air | mains levées | mains levées : peau mate | peau mate | youpi
🙌🏿	air | geste | hourra | mains | mains en l’air | mains levées | mains levées : peau foncée | peau foncée | youpi
🫶	amour | cœur | mains qui forment un cœur
🫶🏻	amour | cœur | mains qui forment un cœur | mains qui forment un cœur : peau claire | peau claire
🫶🏼	amour | cœur | mains qui forment un cœur | mains qui forment un cœur : peau moyennement claire | peau moyennement claire
🫶🏽	amour | cœur | mains qui forment un cœur | mains qui forment un cœur : peau légèrement mate | peau légèrement mate
🫶🏾	amour | cœur | mains qui forment un cœur | mains qui forment un cœur : peau mate | peau mate
🫶🏿	amour | cœur | mains qui forment un cœur | mains qui forment un cœur : peau foncée | peau foncée
👐	main | mains ouvertes | mains écartées | ouvert
👐🏻	main | mains ouvertes | mains ouvertes : peau claire | mains écartées | ouvert | peau claire
👐🏼	main | mains ouvertes | mains ouvertes : peau moyennement claire | mains écartées | ouvert | peau moyennement claire
👐🏽	main | mains ouvertes | mains ouvertes : peau légèrement mate | mains écartées | ouvert | peau légèrement mate
👐🏾	main | mains ouvertes | mains ouvertes : peau mate | mains écartées | ouvert | peau mate
👐🏿	main | mains ouvertes | mains ouvertes : peau foncée | mains écartées | ouvert | peau foncée
🤲	espérer | mains | paume contre paume doigts vers le haut | paumes des mains ensemble | prier | prière
🤲🏻	espérer | mains | paume contre paume doigts vers le haut | paume contre paume doigts vers le haut : peau claire | paumes des mains ensemble | peau claire | prier | prière
🤲🏼	espérer | mains | paume contre paume doigts vers le haut | paume contre paume doigts vers le haut : peau moyennement claire | paumes des mains ensemble | peau moyennement claire | prier | prière
🤲🏽	espérer | mains | paume contre paume doigts vers le haut | paume contre paume doigts vers le haut : peau légèrement mate | paumes des mains ensemble | peau légèrement mate | prier | prière
🤲🏾	espérer | mains | paume contre paume doigts vers le haut | paume contre paume doigts vers le haut : peau mate | paumes des mains ensemble | peau mate | prier | prière
🤲🏿	espérer | mains | paume contre paume doigts vers le haut | paume contre paume doigts vers le haut : peau foncée | paumes des mains ensemble | peau foncée | prier | prière
🤝	d’accord | main | mains | marché conclu | poignée | poignée de main | présentation | rencontre | serrer la main
🤝🏻	d’accord | main | mains | marché conclu | peau claire | poignée | poignée de main | poignée de main : peau claire | présentation | rencontre | serrer la main
🤝🏼	d’accord | main | mains | marché conclu | peau moyennement claire | poignée | poignée de main | poignée de main : peau moyennement claire | présentation | rencontre | serrer la main
🤝🏽	d’accord | main | mains | marché conclu | peau légèrement mate | poignée | poignée de main | poignée de main : peau légèrement mate | présentation | rencontre | serrer la main
🤝🏾	d’accord | main | mains | marché conclu | peau mate | poignée | poignée de main | poignée de main : peau mate | présentation | rencontre | serrer la main
🤝🏿	d’accord | main | mains | marché conclu | peau foncée | poignée | poignée de main | poignée de main : peau foncée | présentation | rencontre | serrer la main
🫱🏻‍🫲🏼	d’accord | main | mains | marché conclu | peau claire | peau moyennement claire | poignée | poignée de main | poignée de main : peau claire et peau moyennement claire | présentation | rencontre | serrer la main
🫱🏻‍🫲🏽	d’accord | main | mains | marché conclu | peau claire | peau légèrement mate | poignée | poignée de main | poignée de main : peau claire et peau légèrement mate | présentation | rencontre | serrer la main
🫱🏻‍🫲🏾	d’accord | main | mains | marché conclu | peau claire | peau mate | poignée | poignée de main | poignée de main : peau claire et peau mate | présentation | rencontre | serrer la main
🫱🏻‍🫲🏿	d’accord | main | mains | marché conclu | peau claire | peau foncée | poignée | poignée de main | poignée de main : peau claire et peau foncée | présentation | rencontre | serrer la main
🫱🏼‍🫲🏻	d’accord | main | mains | marché conclu | peau claire | peau moyennement claire | poignée | poignée de main | poignée de main : peau moyennement claire et peau claire | présentation | rencontre | serrer la main
🫱🏼‍🫲🏽	d’accord | main | mains | marché conclu | peau légèrement mate | peau moyennement claire | poignée | poignée de main | poignée de main : peau moyennement claire et peau légèrement mate | présentation | rencontre | serrer la main
🫱🏼‍🫲🏾	d’accord | main | mains | marché conclu | peau mate | peau moyennement claire | poignée | poignée de main | poignée de main : peau moyennement claire et peau mate | présentation | rencontre | serrer la main
🫱🏼‍🫲🏿	d’accord | main | mains | marché conclu | peau foncée | peau moyennement claire | poignée | poignée de main | poignée de main : peau moyennement claire et peau foncée | présentation | rencontre | serrer la main
🫱🏽‍🫲🏻	d’accord | main | mains | marché conclu | peau claire | peau légèrement mate | poignée | poignée de main | poignée de main : peau légèrement mate et peau claire | présentation | rencontre | serrer la main
🫱🏽‍🫲🏼	d’accord | main | mains | marché conclu | peau légèrement mate | peau moyennement claire | poignée | poignée de main | poignée de main : peau légèrement mate et peau moyennement claire | présentation | rencontre | serrer la main
🫱🏽‍🫲🏾	d’accord | main | mains | marché conclu | peau légèrement mate | peau mate | poignée | poignée de main | poignée de main : peau légèrement mate et peau mate | présentation | rencontre | serrer la main
🫱🏽‍🫲🏿	d’accord | main | mains | marché conclu | peau foncée | peau légèrement mate | poignée | poignée de main | poignée de main : peau légèrement mate et peau foncée | présentation | rencontre | serrer la main
🫱🏾‍🫲🏻	d’accord | main | mains | marché conclu | peau claire | peau mate | poignée | poignée de main | poignée de main : peau mate et peau claire | présentation | rencontre | serrer la main
🫱🏾‍🫲🏼	d’accord | main | mains | marché conclu | peau mate | peau moyennement claire | poignée | poignée de main | poignée de main : peau mate et peau moyennement claire | présentation | rencontre | serrer la main
🫱🏾‍🫲🏽	d’accord | main | mains | marché conclu | peau légèrement mate | peau mate | poignée | poignée de main | poignée de main : peau mate et peau légèrement mate | présentation | rencontre | serrer la main
🫱🏾‍🫲🏿	d’accord | main | mains | marché conclu | peau foncée | peau mate | poignée | poignée de main | poignée de main : peau mate et peau foncée | présentation | rencontre | serrer la main
🫱🏿‍🫲🏻	d’accord | main | mains | marché conclu | peau claire | peau foncée | poignée | poignée de main | poignée de main : peau foncée et peau claire | présentation | rencontre | serrer la main
🫱🏿‍🫲🏼	d’accord | main | mains | marché conclu | peau foncée | peau moyennement claire | poignée | poignée de main | poignée de main : peau foncée et peau moyennement claire | présentation | rencontre | serrer la main
🫱🏿‍🫲🏽	d’accord | main | mains | marché conclu | peau foncée | peau légèrement mate | poignée | poignée de main | poignée de main : peau foncée et peau légèrement mate | présentation | rencontre | serrer la main
🫱🏿‍🫲🏾	d’accord | main | mains | marché conclu | peau foncée | peau mate | poignée | poignée de main | poignée de main : peau foncée et peau mate | présentation | rencontre | serrer la main
🙏	demander | félicitations | mains | mains en prière | mains l’une contre l’autre | merci | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
🙏🏻	demander | félicitations | mains | mains en prière | mains en prière : peau claire | mains l’une contre l’autre | merci | peau claire | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
🙏🏼	demander | félicitations | mains | mains en prière | mains en prière : peau moyennement claire | mains l’une contre l’autre | merci | peau moyennement claire | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
🙏🏽	demander | félicitations | mains | mains en prière | mains en prière : peau légèrement mate | mains l’une contre l’autre | merci | peau légèrement mate | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
🙏🏾	demander | félicitations | mains | mains en prière | mains en prière : peau mate | mains l’une contre l’autre | merci | peau mate | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
🙏🏿	demander | félicitations | mains | mains en prière | mains en prière : peau foncée | mains l’une contre l’autre | merci | peau foncée | prier | prière | salut | se taper dans la main | s’il te plaît | s’il vous plaît | tope là
✍️	main | main qui écrit | écrire
✍🏻	main | main qui écrit | main qui écrit : peau claire | peau claire | écrire
✍🏼	main | main qui écrit | main qui écrit : peau moyennement claire | peau moyennement claire | écrire
✍🏽	main | main qui écrit | main qui écrit : peau légèrement mate | peau légèrement mate | écrire
✍🏾	main | main qui écrit | main qui écrit : peau mate | peau mate | écrire
✍🏿	main | main qui écrit | main qui écrit : peau foncée | peau foncée | écrire
💅	cosmétiques | manucure | maquillage | peu importe | s’ennuyer | vernis à ongles
💅🏻	cosmétiques | manucure | maquillage | peau claire | peu importe | s’ennuyer | vernis à ongles | vernis à ongles : peau claire
💅🏼	cosmétiques | manucure | maquillage | peau moyennement claire | peu importe | s’ennuyer | vernis à ongles | vernis à ongles : peau moyennement claire
💅🏽	cosmétiques | manucure | maquillage | peau légèrement mate | peu importe | s’ennuyer | vernis à ongles | vernis à ongles : peau légèrement mate
💅🏾	cosmétiques | manucure | maquillage | peau mate | peu importe | s’ennuyer | vernis à ongles | vernis à ongles : peau mate
💅🏿	cosmétiques | manucure | maquillage | peau foncée | peu importe | s’ennuyer | vernis à ongles | vernis à ongles : peau foncée
🤳	appareil photo | photo | selfie | téléphone
🤳🏻	appareil photo | peau claire | photo | selfie | selfie : peau claire | téléphone
🤳🏼	appareil photo | peau moyennement claire | photo | selfie | selfie : peau moyennement claire | téléphone
🤳🏽	appareil photo | peau légèrement mate | photo | selfie | selfie : peau légèrement mate | téléphone
🤳🏾	appareil photo | peau mate | photo | selfie | selfie : peau mate | téléphone
🤳🏿	appareil photo | peau foncée | photo | selfie | selfie : peau foncée | téléphone
💪	BD | bande dessinée | biceps | biceps contracté | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | soulever
💪🏻	BD | bande dessinée | biceps | biceps contracté : peau claire | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | peau claire | soulever
💪🏼	BD | bande dessinée | biceps | biceps contracté : peau moyennement claire | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | peau moyennement claire | soulever
💪🏽	BD | bande dessinée | biceps | biceps contracté : peau légèrement mate | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | peau légèrement mate | soulever
💪🏾	BD | bande dessinée | biceps | biceps contracté : peau mate | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | peau mate | soulever
💪🏿	BD | bande dessinée | biceps | biceps contracté : peau foncée | bodybuilding | contracté | corps | culturisme | entraînement | exercice | force | haltérophilie | muscle | muscles | peau foncée | soulever
🦾	accessibilité | bras | bras mécanique | bras robot | handicap | prothèse | prothèse de bras
🦿	accessibilité | handicap | jambe artificielle | jambe mécanique | jambe robot | prothèse | prothèse de jambe
🦵	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | membre | pied
🦵🏻	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | jambe : peau claire | membre | peau claire | pied
🦵🏼	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | jambe : peau moyennement claire | membre | peau moyennement claire | pied
🦵🏽	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | jambe : peau légèrement mate | membre | peau légèrement mate | pied
🦵🏾	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | jambe : peau mate | membre | peau mate | pied
🦵🏿	coup de pied | cuisse | genou | genou fléchi | genoux | jambe | jambe : peau foncée | membre | peau foncée | pied
🦶	cheville | coup de pied | pas lourd | pied
🦶🏻	cheville | coup de pied | pas lourd | peau claire | pied | pied : peau claire
🦶🏼	cheville | coup de pied | pas lourd | peau moyennement claire | pied | pied : peau moyennement claire
🦶🏽	cheville | coup de pied | pas lourd | peau légèrement mate | pied | pied : peau légèrement mate
🦶🏾	cheville | coup de pied | pas lourd | peau mate | pied | pied : peau mate
🦶🏿	cheville | coup de pied | pas lourd | peau foncée | pied | pied : peau foncée
👂	corps | entendre | oreille | ouïe | son | écouter
👂🏻	corps | entendre | oreille | oreille : peau claire | ouïe | peau claire | son | écouter
👂🏼	corps | entendre | oreille | oreille : peau moyennement claire | ouïe | peau moyennement claire | son | écouter
👂🏽	corps | entendre | oreille | oreille : peau légèrement mate | ouïe | peau légèrement mate | son | écouter
👂🏾	corps | entendre | oreille | oreille : peau mate | ouïe | peau mate | son | écouter
👂🏿	corps | entendre | oreille | oreille : peau foncée | ouïe | peau foncée | son | écouter
🦻	accessibilité | handicap | malentendant | oreille appareillée | prothèse auditive | sonotone | sourd | surdité
🦻🏻	accessibilité | handicap | malentendant | oreille appareillée | oreille appareillée : peau claire | peau claire | prothèse auditive | sonotone | sourd | surdité
🦻🏼	accessibilité | handicap | malentendant | oreille appareillée | oreille appareillée : peau moyennement claire | peau moyennement claire | prothèse auditive | sonotone | sourd | surdité
🦻🏽	accessibilité | handicap | malentendant | oreille appareillée | oreille appareillée : peau légèrement mate | peau légèrement mate | prothèse auditive | sonotone | sourd | surdité
🦻🏾	accessibilité | handicap | malentendant | oreille appareillée | oreille appareillée : peau mate | peau mate | prothèse auditive | sonotone | sourd | surdité
🦻🏿	accessibilité | handicap | malentendant | oreille appareillée | oreille appareillée : peau foncée | peau foncée | prothèse auditive | sonotone | sourd | surdité
👃	corps | narines | nez | odeur | sentir
👃🏻	corps | narines | nez | nez : peau claire | odeur | peau claire | sentir
👃🏼	corps | narines | nez | nez : peau moyennement claire | odeur | peau moyennement claire | sentir
👃🏽	corps | narines | nez | nez : peau légèrement mate | odeur | peau légèrement mate | sentir
👃🏾	corps | narines | nez | nez : peau mate | odeur | peau mate | sentir
👃🏿	corps | narines | nez | nez : peau foncée | odeur | peau foncée | sentir
🧠	cerveau | intelligent | intelligente
🫀	anatomie | battement de coeur | battements | cardiologie | cœur | organe | pouls | pulsation
🫁	anatomie | expiration | inspiration | organe | poumons | respiration | respirer | souffle
🦷	carie | dent | dentiste | émail diamant
🦴	chien | halloween | os | squelette
👀	chercher | corps | coup d’œil | regarder | visage | voir | yeux | œil
👁️	corps | œil
👅	corps | langue | lécher
👄	baiser | beauté | bise | bisou | bouche | corps | embrasser | lèvres | rouge à lèvres
🫦	anxieux | flirt | inquiet | lèvre mordue | lèvres qui se mordent | mal à l’aise | nerveux
👶	bébé | enceinte | enfant | nouveau-né | petit | émoticône
👶🏻	bébé | bébé : peau claire | enceinte | enfant | nouveau-né | peau claire | petit | émoticône
👶🏼	bébé | bébé : peau moyennement claire | enceinte | enfant | nouveau-né | peau moyennement claire | petit | émoticône
👶🏽	bébé | bébé : peau légèrement mate | enceinte | enfant | nouveau-né | peau légèrement mate | petit | émoticône
👶🏾	bébé | bébé : peau mate | enceinte | enfant | nouveau-né | peau mate | petit | émoticône
👶🏿	bébé | bébé : peau foncée | enceinte | enfant | nouveau-né | peau foncée | petit | émoticône
🧒	enfant | genre neutre | jeune | non-genré
🧒🏻	enfant | enfant : peau claire | genre neutre | jeune | non-genré | peau claire
🧒🏼	enfant | enfant : peau moyennement claire | genre neutre | jeune | non-genré | peau moyennement claire
🧒🏽	enfant | enfant : peau légèrement mate | genre neutre | jeune | non-genré | peau légèrement mate
🧒🏾	enfant | enfant : peau mate | genre neutre | jeune | non-genré | peau mate
🧒🏿	enfant | enfant : peau foncée | genre neutre | jeune | non-genré | peau foncée
👦	enfant | garçon | jeune | personne | émoticône
👦🏻	enfant | garçon | garçon : peau claire | jeune | peau claire | personne | émoticône
👦🏼	enfant | garçon | garçon : peau moyennement claire | jeune | peau moyennement claire | personne | émoticône
👦🏽	enfant | garçon | garçon : peau légèrement mate | jeune | peau légèrement mate | personne | émoticône
👦🏾	enfant | garçon | garçon : peau mate | jeune | peau mate | personne | émoticône
👦🏿	enfant | garçon | garçon : peau foncée | jeune | peau foncée | personne | émoticône
👧	couettes | enfant | fille | grands yeux | jeune | nattes | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
👧🏻	couettes | enfant | fille | fille : peau claire | grands yeux | jeune | nattes | peau claire | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
👧🏼	couettes | enfant | fille | fille : peau moyennement claire | grands yeux | jeune | nattes | peau moyennement claire | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
👧🏽	couettes | enfant | fille | fille : peau légèrement mate | grands yeux | jeune | nattes | peau légèrement mate | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
👧🏾	couettes | enfant | fille | fille : peau mate | grands yeux | jeune | nattes | peau mate | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
👧🏿	couettes | enfant | fille | fille : peau foncée | grands yeux | jeune | nattes | peau foncée | personne | petite fille | tresses | vierge | visage | zodiaque | émoticône
🧑	adulte | genre neutre | non-genré
🧑🏻	adulte | adulte : peau claire | genre neutre | non-genré | peau claire
🧑🏼	adulte | adulte : peau moyennement claire | genre neutre | non-genré | peau moyennement claire
🧑🏽	adulte | adulte : peau légèrement mate | genre neutre | non-genré | peau légèrement mate
🧑🏾	adulte | adulte : peau mate | genre neutre | non-genré | peau mate
🧑🏿	adulte | adulte : peau foncée | genre neutre | non-genré | peau foncée
👱	blond | cheveux | garçon | homme | humain | personne blonde | tête | visage
👱🏻	blond | cheveux | garçon | homme | humain | peau claire | personne blonde | personne blonde : peau claire | tête | visage
👱🏼	blond | cheveux | garçon | homme | humain | peau moyennement claire | personne blonde | personne blonde : peau moyennement claire | tête | visage
👱🏽	blond | cheveux | garçon | homme | humain | peau légèrement mate | personne blonde | personne blonde : peau légèrement mate | tête | visage
👱🏾	blond | cheveux | garçon | homme | humain | peau mate | personne blonde | personne blonde : peau mate | tête | visage
👱🏿	blond | cheveux | garçon | homme | humain | peau foncée | personne blonde | personne blonde : peau foncée | tête | visage
👨	ami | garçon | homme | personne | petit ami | pote
👨🏻	ami | garçon | homme | homme : peau claire | peau claire | personne | petit ami | pote
👨🏼	ami | garçon | homme | homme : peau moyennement claire | peau moyennement claire | personne | petit ami | pote
👨🏽	ami | garçon | homme | homme : peau légèrement mate | peau légèrement mate | personne | petit ami | pote
👨🏾	ami | garçon | homme | homme : peau mate | peau mate | personne | petit ami | pote
👨🏿	ami | garçon | homme | homme : peau foncée | peau foncée | personne | petit ami | pote
🧔	barbe | barbu | personne avec une barbe | personne barbue
🧔🏻	barbe | barbu | peau claire | personne avec une barbe | personne barbue | personne barbue : peau claire
🧔🏼	barbe | barbu | peau moyennement claire | personne avec une barbe | personne barbue | personne barbue : peau moyennement claire
🧔🏽	barbe | barbu | peau légèrement mate | personne avec une barbe | personne barbue | personne barbue : peau légèrement mate
🧔🏾	barbe | barbu | peau mate | personne avec une barbe | personne barbue | personne barbue : peau mate
🧔🏿	barbe | barbu | peau foncée | personne avec une barbe | personne barbue | personne barbue : peau foncée
🧔‍♂️	barbe | homme barbu
🧔🏻‍♂️	barbe | homme barbu | homme barbu : peau claire | peau claire
🧔🏼‍♂️	barbe | homme barbu | homme barbu : peau moyennement claire | peau moyennement claire
🧔🏽‍♂️	barbe | homme barbu | homme barbu : peau légèrement mate | peau légèrement mate
🧔🏾‍♂️	barbe | homme barbu | homme barbu : peau mate | peau mate
🧔🏿‍♂️	barbe | homme barbu | homme barbu : peau foncée | peau foncée
🧔‍♀️	barbe | femme barbue
🧔🏻‍♀️	barbe | femme barbue | femme barbue : peau claire | peau claire
🧔🏼‍♀️	barbe | femme barbue | femme barbue : peau moyennement claire | peau moyennement claire
🧔🏽‍♀️	barbe | femme barbue | femme barbue : peau légèrement mate | peau légèrement mate
🧔🏾‍♀️	barbe | femme barbue | femme barbue : peau mate | peau mate
🧔🏿‍♀️	barbe | femme barbue | femme barbue : peau foncée | peau foncée
👨‍🦰	ami | cheveux roux | garçon | homme | homme : cheveux roux | personne | petit ami | pote
👨🏻‍🦰	ami | cheveux roux | garçon | homme | homme : peau claire et cheveux roux | peau claire | personne | petit ami | pote
👨🏼‍🦰	ami | cheveux roux | garçon | homme | homme : peau moyennement claire et cheveux roux | peau moyennement claire | personne | petit ami | pote
👨🏽‍🦰	ami | cheveux roux | garçon | homme | homme : peau légèrement mate et cheveux roux | peau légèrement mate | personne | petit ami | pote
👨🏾‍🦰	ami | cheveux roux | garçon | homme | homme : peau mate et cheveux roux | peau mate | personne | petit ami | pote
👨🏿‍🦰	ami | cheveux roux | garçon | homme | homme : peau foncée et cheveux roux | peau foncée | personne | petit ami | pote
👨‍🦱	ami | cheveux bouclés | garçon | homme | homme : cheveux bouclés | personne | petit ami | pote
👨🏻‍🦱	ami | cheveux bouclés | garçon | homme | homme : peau claire et cheveux bouclés | peau claire | personne | petit ami | pote
👨🏼‍🦱	ami | cheveux bouclés | garçon | homme | homme : peau moyennement claire et cheveux bouclés | peau moyennement claire | personne | petit ami | pote
👨🏽‍🦱	ami | cheveux bouclés | garçon | homme | homme : peau légèrement mate et cheveux bouclés | peau légèrement mate | personne | petit ami | pote
👨🏾‍🦱	ami | cheveux bouclés | garçon | homme | homme : peau mate et cheveux bouclés | peau mate | personne | petit ami | pote
👨🏿‍🦱	ami | cheveux bouclés | garçon | homme | homme : peau foncée et cheveux bouclés | peau foncée | personne | petit ami | pote
👨‍🦳	ami | cheveux blancs | garçon | homme | homme : cheveux blancs | personne | petit ami | pote
👨🏻‍🦳	ami | cheveux blancs | garçon | homme | homme : peau claire et cheveux blancs | peau claire | personne | petit ami | pote
👨🏼‍🦳	ami | cheveux blancs | garçon | homme | homme : peau moyennement claire et cheveux blancs | peau moyennement claire | personne | petit ami | pote
👨🏽‍🦳	ami | cheveux blancs | garçon | homme | homme : peau légèrement mate et cheveux blancs | peau légèrement mate | personne | petit ami | pote
👨🏾‍🦳	ami | cheveux blancs | garçon | homme | homme : peau mate et cheveux blancs | peau mate | personne | petit ami | pote
👨🏿‍🦳	ami | cheveux blancs | garçon | homme | homme : peau foncée et cheveux blancs | peau foncée | personne | petit ami | pote
👨‍🦲	ami | chauve | garçon | homme | homme : chauve | personne | petit ami | pote
👨🏻‍🦲	ami | chauve | garçon | homme | homme : peau claire et chauve | peau claire | personne | petit ami | pote
👨🏼‍🦲	ami | chauve | garçon | homme | homme : peau moyennement claire et chauve | peau moyennement claire | personne | petit ami | pote
👨🏽‍🦲	ami | chauve | garçon | homme | homme : peau légèrement mate et chauve | peau légèrement mate | personne | petit ami | pote
👨🏾‍🦲	ami | chauve | garçon | homme | homme : peau mate et chauve | peau mate | personne | petit ami | pote
👨🏿‍🦲	ami | chauve | garçon | homme | homme : peau foncée et chauve | peau foncée | personne | petit ami | pote
👩	blonde | coupe de cheveux | femme | personne
👩🏻	blonde | coupe de cheveux | femme | femme : peau claire | peau claire | personne
👩🏼	blonde | coupe de cheveux | femme | femme : peau moyennement claire | peau moyennement claire | personne
👩🏽	blonde | coupe de cheveux | femme | femme : peau légèrement mate | peau légèrement mate | personne
👩🏾	blonde | coupe de cheveux | femme | femme : peau mate | peau mate | personne
👩🏿	blonde | coupe de cheveux | femme | femme : peau foncée | peau foncée | personne
👩‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : cheveux roux | personne
👩🏻‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : peau claire et cheveux roux | peau claire | personne
👩🏼‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : peau moyennement claire et cheveux roux | peau moyennement claire | personne
👩🏽‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : peau légèrement mate et cheveux roux | peau légèrement mate | personne
👩🏾‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : peau mate et cheveux roux | peau mate | personne
👩🏿‍🦰	blonde | cheveux roux | coupe de cheveux | femme | femme : peau foncée et cheveux roux | peau foncée | personne
🧑‍🦰	adulte | adulte : cheveux roux | cheveux roux | genre neutre | non-genré
🧑🏻‍🦰	adulte | adulte : peau claire et cheveux roux | cheveux roux | genre neutre | non-genré | peau claire
🧑🏼‍🦰	adulte | adulte : peau moyennement claire et cheveux roux | cheveux roux | genre neutre | non-genré | peau moyennement claire
🧑🏽‍🦰	adulte | adulte : peau légèrement mate et cheveux roux | cheveux roux | genre neutre | non-genré | peau légèrement mate
🧑🏾‍🦰	adulte | adulte : peau mate et cheveux roux | cheveux roux | genre neutre | non-genré | peau mate
🧑🏿‍🦰	adulte | adulte : peau foncée et cheveux roux | cheveux roux | genre neutre | non-genré | peau foncée
👩‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : cheveux bouclés | personne
👩🏻‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : peau claire et cheveux bouclés | peau claire | personne
👩🏼‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : peau moyennement claire et cheveux bouclés | peau moyennement claire | personne
👩🏽‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : peau légèrement mate et cheveux bouclés | peau légèrement mate | personne
👩🏾‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : peau mate et cheveux bouclés | peau mate | personne
👩🏿‍🦱	blonde | cheveux bouclés | coupe de cheveux | femme | femme : peau foncée et cheveux bouclés | peau foncée | personne
🧑‍🦱	adulte | adulte : cheveux bouclés | cheveux bouclés | genre neutre | non-genré
🧑🏻‍🦱	adulte | adulte : peau claire et cheveux bouclés | cheveux bouclés | genre neutre | non-genré | peau claire
🧑🏼‍🦱	adulte | adulte : peau moyennement claire et cheveux bouclés | cheveux bouclés | genre neutre | non-genré | peau moyennement claire
🧑🏽‍🦱	adulte | adulte : peau légèrement mate et cheveux bouclés | cheveux bouclés | genre neutre | non-genré | peau légèrement mate
🧑🏾‍🦱	adulte | adulte : peau mate et cheveux bouclés | cheveux bouclés | genre neutre | non-genré | peau mate
🧑🏿‍🦱	adulte | adulte : peau foncée et cheveux bouclés | cheveux bouclés | genre neutre | non-genré | peau foncée
👩‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : cheveux blancs | personne
👩🏻‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : peau claire et cheveux blancs | peau claire | personne
👩🏼‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : peau moyennement claire et cheveux blancs | peau moyennement claire | personne
👩🏽‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : peau légèrement mate et cheveux blancs | peau légèrement mate | personne
👩🏾‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : peau mate et cheveux blancs | peau mate | personne
👩🏿‍🦳	blonde | cheveux blancs | coupe de cheveux | femme | femme : peau foncée et cheveux blancs | peau foncée | personne
🧑‍🦳	adulte | adulte : cheveux blancs | cheveux blancs | genre neutre | non-genré
🧑🏻‍🦳	adulte | adulte : peau claire et cheveux blancs | cheveux blancs | genre neutre | non-genré | peau claire
🧑🏼‍🦳	adulte | adulte : peau moyennement claire et cheveux blancs | cheveux blancs | genre neutre | non-genré | peau moyennement claire
🧑🏽‍🦳	adulte | adulte : peau légèrement mate et cheveux blancs | cheveux blancs | genre neutre | non-genré | peau légèrement mate
🧑🏾‍🦳	adulte | adulte : peau mate et cheveux blancs | cheveux blancs | genre neutre | non-genré | peau mate
🧑🏿‍🦳	adulte | adulte : peau foncée et cheveux blancs | cheveux blancs | genre neutre | non-genré | peau foncée
👩‍🦲	blonde | chauve | coupe de cheveux | femme | femme : chauve | personne
👩🏻‍🦲	blonde | chauve | coupe de cheveux | femme | femme : peau claire et chauve | peau claire | personne
👩🏼‍🦲	blonde | chauve | coupe de cheveux | femme | femme : peau moyennement claire et chauve | peau moyennement claire | personne
👩🏽‍🦲	blonde | chauve | coupe de cheveux | femme | femme : peau légèrement mate et chauve | peau légèrement mate | personne
👩🏾‍🦲	blonde | chauve | coupe de cheveux | femme | femme : peau mate et chauve | peau mate | personne
👩🏿‍🦲	blonde | chauve | coupe de cheveux | femme | femme : peau foncée et chauve | peau foncée | personne
🧑‍🦲	adulte | adulte : chauve | chauve | genre neutre | non-genré
🧑🏻‍🦲	adulte | adulte : peau claire et chauve | chauve | genre neutre | non-genré | peau claire
🧑🏼‍🦲	adulte | adulte : peau moyennement claire et chauve | chauve | genre neutre | non-genré | peau moyennement claire
